10:https://iqc.pt/35-12-set-07-seita-poligama-nos-eua - 20:https://iqc.pt/outras/index.php
36:https://iqc.pt/62-26-set-07-mocambique-igreja-catolica-introduz-dizimo-mas-os-fieis-contestam- - 20:https://iqc.pt//doutrinal/doutrinal2.html
30:https://iqc.pt/121-26-10-07-viuva-ora-pela-conversao-dos-assassinos-do-seu-marido - 20:https://iqc.pt/ltimas/14-10-07-mam-jesus-n-o-nos-vai-trazer-o-pap-de-volta.html
67:https://iqc.pt/164-17-11-07-analise-porque-e-que-os-muculmanos-seguem-jesus - 20:https://iqc.pt/islamismo/index.php
88:https://iqc.pt/189-29-11-07-as-cronicas-do-ateismo - 20:https://iqc.pt/ltimas/05-11-2007-novo-filme-de-nicole-kidman-incentiva-o-ate-smo-s-crian-as-afirmam-grupos-cri-2.html
102:https://iqc.pt/203-09-12-07-criacionismo-versus-evolucionismo-ou-eua-versus-uniao-europeia - 20:https://iqc.pt/ltimas/05-12-07-mais-americanos-cr-em-no-diabo-do-que-em-darwin.html
115:https://iqc.pt/217-17-12-07-seita-russa-ora-a-icones-imagens-de-putin-reclamando-que-ele-e-qo-escolhidoq- - 20:https://iqc.pt/outras/como-reconhecer-uma-seita.html
134:https://iqc.pt/237-30-12-07-william-macdonald-promovido-a-gloria- - 21:https://iqc.pt/medita-es/meditacoes4.html
134:https://iqc.pt/237-30-12-07-william-macdonald-promovido-a-gloria- - 22:https://iqc.pt/medita-es/o-vestu-rio-crist-o.html
134:https://iqc.pt/237-30-12-07-william-macdonald-promovido-a-gloria- - 23:https://iqc.pt/dispensacional/a-cura-divina-hoje.html
154:https://iqc.pt/257-16-01-08-qjesus-islamicoq-chega-as-salas-de-cinema-iranianas - 20:https://iqc.pt/islamismo/compara-o-entre-maom-e-cristo.html
177:https://iqc.pt/287-06-02-08-evangelicos-associam-se-a-observacao-da-quaresma - 20:https://iqc.pt/catolicismo/os-crist-os-devem-guardar-a-quaresma.html
202:https://iqc.pt/312-29-02-08-entrevista-luis-palau-sobre-qum-dialogo-amigavel-entre-um-cristao-e-um-ateuq-conclusao - 21:https://iqc.pt/biografias/luis-palau-biografia.html
215:https://iqc.pt/325-12-03-08-mais-pecados-mortais-na-nova-lista-do-vaticano - 20:https://iqc.pt/catolicismo/o-que-se-pode-fazer-pelas-almas-no-purgat-rio.html
221:https://iqc.pt/332-18-03-08-igualando-animais-a-humanos- - 20:https://iqc.pt/ltimas/13-11-07-homem-casa-se-com-cadela-na-ndia.html
222:https://iqc.pt/333-19-03-08-evento-qhistoricoq-em-buenos-aires-argentina - 22:https://iqc.pt/forum-questorio/v-deo-luis-palau-testemunha-o-que-deus-tem-feito-no-seu-minis.html
225:https://iqc.pt/336-22-03-08-primeiro-ministro-irlandes-agradece-a-george-bush-a-paz-na-irlanda - 21:https://iqc.pt/ltimas/23-02-08-comunica-o-social-ignora-feitos-do-presidente-bush-para-combater-a-sida-e-a-pob-2.html
227:https://iqc.pt/338-24-03-08-vaticano-diz-que-qnao-ha-distincao-entre-catolicos-e-protestantesq- - 20:https://iqc.pt/mensagens/unidade-versus-ecumenismo.html
227:https://iqc.pt/338-24-03-08-vaticano-diz-que-qnao-ha-distincao-entre-catolicos-e-protestantesq- - 21:https://iqc.pt/catolicismo/catolicismo5.html
227:https://iqc.pt/338-24-03-08-vaticano-diz-que-qnao-ha-distincao-entre-catolicos-e-protestantesq- - 22:https://iqc.pt/catolicismo/index.php
232:https://iqc.pt/343-28-03-08-gra-bretanha-criacionismo-esta-a-avancar - 22:https://iqc.pt/ltimas/03-01-08-cientistas-criacionistas-perseguidos-gravam-document-rio-expe.html
233:https://iqc.pt/344-29-03-08-irmao-andre-visita-gaza-e-oferece-biblia-a-lider-da-jhiad-islamica - 21:https://iqc.pt/component/content/42-todas-as-noticias-e-artigos/evangelizacao/religiao/budismo/1016-irmao-andre-biografia-resumida?Itemid=66
245:https://iqc.pt/356-09-04-08-kay-warren-enfatiza-o-perdao-para-o-genocidio-do-rwanda- - 21:https://iqc.pt/ltimas/02-04-08-rick-warren-lan-a-plano-com-prop-sitos-no-uganda-2.html
249:https://iqc.pt/361-12-04-08-rick-warren-fala-sobre-a-vara-de-moises-e-o-sucesso-do-seu-livro- - 20:https://iqc.pt/ltimas/ltimas/02-04-08-rick-warren-lan-a-plano-com-prop-sitos-no-uganda-2.html
254:https://iqc.pt/367-17-04-08-alveda-king-denomina-o-aborto-de-racista - 20:https://iqc.pt/ltimas/05-03-08-eu-fui-abortada-depoimento-de-uma-sobrevivente-ao-aborto-2.html
254:https://iqc.pt/367-17-04-08-alveda-king-denomina-o-aborto-de-racista - 22:https://iqc.pt/ltimas/13-02-08-mulher-que-gerava-g-meas-deficientes-recusou-aborto-e-deu-luz-raparigas-saud-2.html
